gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Category,TotalPaid,has_streaming,has_protection
1,0,1,1,0.9027777777777777,1,1,0,1,1,1,0,0,1,1,0,1,0.5393034825870647,0.5348546042003232,1,2,0.5507894736842105,1,1
1,0,0,0,0.027777777777777776,1,0,1,0,1,0,0,0,0,0,0,2,0.564179104477612,0.015341564735748905,0,2,0.01753216374269006,0,1
0,0,0,0,0.5833333333333333,1,1,1,1,0,1,0,1,1,0,1,2,0.8651741293532339,0.5056485114239557,1,2,0.5167719298245614,1,1
1,0,1,1,1.0,1,0,1,1,1,1,1,1,1,2,0,0,0.9323383084577114,0.9247980613893377,0,2,0.9427368421052632,1,1
1,0,0,0,0.861111111111111,1,0,2,0,0,0,0,0,0,2,0,0,0.015920398009950265,0.14249365335795064,0,0,0.14394152046783626,0,0
0,0,0,0,0.08333333333333333,1,1,1,0,1,0,0,1,0,0,1,2,0.7114427860696517,0.061602815601200095,0,2,0.06298245614035088,1,1
1,0,1,0,0.6666666666666666,1,0,2,0,0,0,0,0,0,2,1,3,0.01791044776119402,0.11737825986614356,0,0,0.11256140350877195,0,0
1,0,0,0,0.4861111111111111,1,1,1,1,0,1,1,1,1,2,1,2,0.9024875621890548,0.4623471036233556,0,2,0.44599415204678367,1,1
1,0,0,1,0.7222222222222222,1,0,2,0,0,0,0,0,0,1,0,1,0.013930348258706454,0.10496192014770367,0,0,0.11950877192982456,0,0
0,0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,1,3,0.06616915422885569,0.0007039003000230784,0,0,0.002912280701754386,0,0
1,0,1,0,0.08333333333333333,1,1,1,0,0,0,0,1,0,0,1,2,0.6427860696517412,0.05094045695822756,1,2,0.05814035087719298,1,0
0,0,1,0,0.986111111111111,1,1,0,1,1,1,1,1,1,2,0,1,0.745771144278607,0.7485979690745441,0,2,0.7739415204678363,1,1
0,0,1,1,0.9305555555555555,1,0,1,1,1,1,0,0,0,1,0,0,0.6621890547263681,0.6438379875375029,0,2,0.664514619883041,0,1
1,1,0,0,0.8333333333333333,1,1,0,1,1,0,0,0,1,1,1,2,0.5323383084577115,0.5026252019386107,0,2,0.5035087719298246,1,1
1,0,1,1,0.3194444444444444,0,0,0,0,0,0,1,0,0,0,1,0,0.12039800995024874,0.07615393491807063,0,1,0.08164327485380118,0,1
1,0,0,1,0.5416666666666666,0,0,0,0,0,1,1,1,1,1,0,0,0.3641791044776119,0.25073851834756516,0,1,0.25019298245614036,1,1
1,0,1,1,0.20833333333333331,1,0,2,0,0,0,0,0,0,1,1,3,0.01243781094527363,0.025496192014770366,0,0,0.034210526315789476,0,0
1,1,1,0,0.736111111111111,1,1,1,0,1,1,0,1,1,0,1,2,0.8517412935323382,0.6308216016616662,1,2,0.6437485380116958,1,1
1,0,1,1,0.3333333333333333,1,1,2,0,0,0,0,0,0,2,0,3,0.05920398009950248,0.06811100853911839,0,0,0.0679298245614035,0,0
0,0,1,1,0.5138888888888888,1,0,2,0,0,0,0,0,0,0,0,2,0.010945273631840807,0.07673090237710593,0,0,0.08373684210526317,0,0
0,0,1,1,0.06944444444444445,1,0,1,0,1,0,0,0,1,0,1,2,0.6502487562189054,0.04447265174244173,1,2,0.04888888888888889,1,1
0,1,1,0,0.6944444444444444,1,1,1,0,0,0,1,1,1,1,1,2,0.8199004975124379,0.5966939764597277,0,2,0.5885964912280702,1,1
0,0,0,0,0.75,1,0,1,0,0,1,0,1,1,1,1,1,0.7547263681592039,0.5818255250403876,0,2,0.5943157894736842,1,1
0,0,0,0,0.041666666666666664,1,0,1,1,0,0,0,0,0,0,1,2,0.5601990049751243,0.02479229171474729,0,2,0.026157894736842102,0,1
1,0,0,0,0.9444444444444444,1,1,1,0,1,1,1,1,1,1,0,2,0.8975124378109453,0.8259577659819987,1,2,0.8625263157894738,1,1
1,0,0,0,0.06944444444444445,1,0,0,0,0,1,1,0,0,0,0,2,0.3771144278606965,0.03146203554119548,0,1,0.032836257309941524,0,1
1,0,0,0,0.4583333333333333,1,0,2,0,0,0,0,0,0,2,0,3,0.020895522388059695,0.07742326332794831,0,0,0.07854385964912282,0,0
0,0,0,0,0.5694444444444444,1,1,0,0,1,1,0,1,1,1,1,2,0.6199004975124378,0.37446342026309715,0,2,0.3862631578947368,1,1
0,0,1,1,0.4722222222222222,0,0,0,1,0,1,1,1,1,1,0,3,0.4278606965174129,0.2278329102238634,0,1,0.24356725146198832,1,1
0,0,1,1,0.18055555555555555,1,0,2,0,0,0,0,0,0,0,1,3,0.021890547263681587,0.027198246018924534,0,0,0.031093567251461986,0,0
0,0,0,0,0.2777777777777778,1,0,2,0,0,0,0,0,0,0,1,1,0.0064676616915422536,0.037947149780752365,0,0,0.04421052631578948,0,0
0,1,0,0,0.7083333333333333,1,0,2,0,0,0,0,0,0,2,0,1,0.013432835820895522,0.10951996307408263,0,0,0.1169122807017544,0,0
0,0,1,0,0.041666666666666664,1,1,1,0,1,0,0,0,1,0,1,1,0.7288557213930348,0.025865451188552966,1,2,0.03210526315789474,1,1
0,0,0,1,0.5694444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0.2681592039800995,0.2103738749134549,0,1,0.2167485380116959,0,0
0,0,0,0,0.18055555555555555,1,0,2,0,0,0,0,0,0,0,0,1,0.011940298507462671,0.02461343180244634,0,0,0.029573099415204678,0,0
1,0,1,1,0.4861111111111111,1,1,2,0,0,0,0,0,0,2,0,0,0.07164179104477608,0.09121278559889223,0,0,0.10418128654970761,0,0
1,0,1,0,0.16666666666666666,1,0,1,1,0,0,1,0,0,0,0,0,0.6228855721393034,0.09781329333025618,1,2,0.11347368421052631,0,1
1,0,0,0,0.05555555555555555,1,0,1,1,1,0,1,0,1,0,1,3,0.7626865671641792,0.039435725825063474,0,2,0.04439766081871346,1,1
0,0,0,0,0.5972222222222222,0,0,0,0,0,1,0,1,1,0,1,0,0.30646766169154227,0.23741057004384952,1,1,0.2466842105263158,1,1
0,1,1,1,0.16666666666666666,0,0,0,0,0,0,1,0,0,0,1,3,0.1099502487562189,0.03889914608816063,0,0,0.041122807017543866,0,1
1,1,1,0,0.9444444444444444,1,1,1,0,1,1,0,1,1,0,1,2,0.8661691542288558,0.8401627048234479,1,2,0.8374736842105263,1,1
1,1,0,0,0.3472222222222222,1,1,1,0,1,0,0,1,0,0,1,2,0.7034825870646766,0.26222017078236787,1,2,0.26008771929824565,1,1
0,0,0,0,0.09722222222222221,1,0,2,0,0,0,0,0,0,1,0,3,0.019900497512437804,0.0127336718209093,0,0,0.016578947368421054,0,0
1,1,1,0,0.9166666666666666,1,1,1,0,1,1,1,1,1,1,1,2,0.9213930348258706,0.8623297945995846,1,2,0.8556842105263157,1,1
0,0,1,0,0.736111111111111,1,0,1,1,1,1,1,1,1,1,0,2,0.917910447761194,0.671209323794138,0,2,0.6849707602339181,1,1
1,1,0,0,0.875,1,1,1,1,1,1,0,1,1,0,1,0,0.9069651741293533,0.8092141703207939,0,2,0.8061052631578949,1,1
0,0,1,1,0.9722222222222222,1,1,1,1,1,1,1,1,1,2,1,0,0.9547263681592041,0.889118393722594,1,2,0.9349707602339181,1,1
1,1,1,0,0.375,0,0,0,0,0,0,0,0,1,0,0,0,0.18159203980099503,0.11691668589891531,1,1,0.11526315789473685,1,0
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,0,3,0.5223880597014925,0.005994691899376876,1,2,0.008274853801169591,0,0
0,0,0,0,0.06944444444444445,1,0,2,0,0,0,0,0,0,0,0,3,0.01691542288557213,0.010477729056081235,0,0,0.011666666666666667,0,0
0,1,1,0,0.5138888888888888,1,0,2,0,0,0,0,0,0,1,0,3,0.013432835820895522,0.08181398569120701,0,0,0.0848187134502924,0,0
1,0,0,0,0.041666666666666664,0,0,0,0,0,1,0,1,0,0,1,3,0.217910447761194,0.012918301407800599,1,1,0.014087719298245613,1,1
0,0,0,1,0.16666666666666666,1,1,1,0,0,0,0,0,0,0,1,2,0.5805970149253731,0.10087699053773368,0,2,0.10750877192982455,0,0
0,0,1,1,0.5277777777777778,1,0,2,0,0,0,0,0,0,1,0,1,0.013432835820895522,0.08588737595199632,0,0,0.08711111111111113,0,0
0,0,0,0,0.125,1,0,1,0,0,1,0,0,1,0,1,1,0.6671641791044776,0.08799907685206555,0,2,0.08978947368421052,1,1
1,0,1,0,0.18055555555555555,1,1,0,1,0,0,0,0,1,0,1,2,0.47363184079601983,0.101944380336949,0,1,0.10012280701754386,1,1
1,1,1,0,0.40277777777777773,1,1,1,0,0,0,0,1,1,0,1,2,0.7582089552238807,0.3040445418878375,1,2,0.32035672514619884,1,0
0,0,1,1,0.6527777777777778,1,0,2,0,0,0,0,0,0,2,0,1,0.01791044776119402,0.11515116547426726,0,0,0.11021637426900585,0,0
1,0,1,0,0.8472222222222222,1,1,1,1,0,1,1,1,0,0,0,0,0.8074626865671642,0.6836891299330717,0,2,0.7091695906432749,1,1
1,0,0,0,0.2222222222222222,1,0,2,0,0,0,0,0,0,0,0,3,0.01741293532338306,0.02964458804523425,0,0,0.03742690058479532,0,0
0,0,1,1,0.5694444444444444,1,0,0,1,1,0,1,1,1,2,0,2,0.5990049751243781,0.3586025848142165,0,2,0.3761929824561404,1,1
0,0,0,1,0.5972222222222222,1,1,2,0,0,0,0,0,0,2,1,2,0.0681592039800995,0.12131894761135474,0,0,0.12623391812865498,0,0
0,0,1,1,0.5,1,1,1,0,1,1,0,1,0,0,1,0,0.7870646766169154,0.3968497576736672,1,2,0.40989473684210526,1,1
0,0,0,0,0.08333333333333333,1,0,0,0,0,0,0,0,1,0,1,2,0.3656716417910447,0.03711054696515117,0,1,0.03859649122807018,1,0
0,0,0,0,0.8055555555555555,1,1,0,1,1,1,1,0,0,1,1,1,0.5258706467661691,0.49393030233094853,0,2,0.48231578947368414,0,1
1,0,0,0,0.2638888888888889,1,0,0,0,0,0,1,1,0,0,1,1,0.4308457711442786,0.1239787675975075,0,1,0.13677777777777778,1,1
1,0,1,0,0.15277777777777776,1,0,0,0,0,0,0,0,0,0,1,0,0.2751243781094527,0.058054465728132935,0,1,0.05905263157894737,0,0
0,0,0,0,0.5416666666666666,0,0,0,1,1,0,1,0,0,1,1,0,0.2194029850746268,0.18596815139626127,0,1,0.18382456140350875,0,1
0,1,0,0,0.1111111111111111,1,0,1,0,1,0,0,1,0,0,1,2,0.6850746268656716,0.08017539810754674,0,2,0.08149707602339182,1,1
0,0,0,1,0.3611111111111111,1,1,0,0,0,0,0,0,0,0,1,3,0.31094527363184077,0.14387837525963537,0,1,0.1505263157894737,0,0
0,1,0,0,0.736111111111111,1,0,1,0,1,0,0,0,0,0,1,1,0.5527363184079601,0.4598488345257327,0,2,0.4574736842105263,0,1
0,0,1,1,0.9722222222222222,1,0,2,0,0,0,0,0,0,2,1,3,0.009452736318407956,0.15954304177244405,0,0,0.15719298245614036,0,0
1,0,0,0,0.013888888888888888,0,0,0,0,0,0,0,1,1,0,1,3,0.2691542288557213,0.0030579275328871443,1,1,0.005298245614035088,1,0
1,0,0,0,0.8194444444444444,1,1,2,0,0,0,0,0,0,2,0,3,0.06716417910447761,0.17213247172859453,0,0,0.17251461988304095,0,0
1,0,0,0,0.027777777777777776,1,0,1,0,0,1,0,1,1,0,0,2,0.7631840796019901,0.01838218324486499,1,2,0.022210526315789476,1,1
1,0,0,0,0.09722222222222221,0,0,0,1,0,1,0,0,0,1,0,3,0.16965174129353228,0.028386798984537272,0,1,0.028900584795321635,0,1
0,0,0,1,0.16666666666666666,1,0,0,0,0,0,0,0,0,0,1,2,0.2616915422885572,0.05328871451650128,1,1,0.06252631578947368,0,0
1,0,1,1,0.8194444444444444,1,0,0,0,1,1,1,1,1,1,0,1,0.582089552238806,0.5219363027925225,0,2,0.5296198830409357,1,1
1,0,1,1,0.8472222222222222,1,1,0,0,0,1,1,1,1,2,1,0,0.6243781094527363,0.5720459266097392,0,2,0.5778947368421052,1,1
1,0,1,1,1.0,1,1,1,1,0,1,0,1,1,2,1,0,0.8686567164179103,0.8681571659358412,0,2,0.8888421052631579,1,1
0,0,1,1,0.18055555555555555,1,0,2,0,0,0,0,0,0,0,0,3,0.00547263681592039,0.02682321717055158,0,0,0.028584795321637428,0,0
0,0,1,1,0.8888888888888888,1,1,2,0,0,0,0,0,0,1,0,3,0.06616915422885569,0.1819409185321948,0,0,0.1863859649122807,0,0
1,0,1,0,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,1,2,0.05174129353233828,0.0005365797369028384,1,0,0.0027426900584795323,0,0
0,0,0,0,0.1388888888888889,1,0,0,0,1,0,1,0,1,1,0,3,0.464179104477612,0.07693861066235864,0,1,0.07590643274853802,1,1
0,0,1,1,0.9027777777777777,1,0,0,1,1,1,0,0,0,1,0,0,0.42885572139303485,0.44487652896376645,0,1,0.4664035087719298,0,1
0,0,1,0,0.861111111111111,1,1,1,1,1,1,1,1,1,2,0,3,0.9522388059701493,0.7930533117932148,0,2,0.8263040935672515,1,1
0,0,1,0,0.7638888888888888,1,1,0,1,1,1,1,1,1,1,1,2,0.7154228855721393,0.5652146318947611,0,2,0.5799122807017544,1,1
0,0,1,0,0.3472222222222222,1,1,0,0,1,0,0,0,0,0,0,2,0.3567164179104477,0.15626586660512348,0,1,0.158187134502924,0,1
1,0,0,0,0.013888888888888888,0,0,0,1,0,0,0,0,0,0,0,3,0.11393034825870646,0.0012577890606969766,1,0,0.003473684210526316,0,1
1,0,0,0,0.013888888888888888,1,0,0,1,0,0,0,0,0,0,1,1,0.3139303482587064,0.003577198246018924,0,1,0.005824561403508772,0,1
0,0,1,0,0.8194444444444444,1,1,1,0,1,0,0,1,1,0,0,2,0.8243781094527362,0.6947957535195015,1,2,0.6976491228070175,1,1
1,1,1,1,0.8888888888888888,1,1,2,0,0,0,0,0,0,2,1,0,0.061194029850746234,0.17653473344103396,0,0,0.18264327485380116,0,0
1,0,1,0,0.5,1,1,1,0,0,0,0,1,1,0,1,0,0.763681592039801,0.39481306254327253,0,2,0.4,1,0
0,0,0,0,0.041666666666666664,1,1,0,0,0,0,0,0,0,0,1,3,0.32238805970149254,0.015289637664435727,1,1,0.017771929824561404,0,0
1,0,1,0,0.8472222222222222,1,1,0,1,0,1,0,0,1,2,1,3,0.5139303482587065,0.4855642741749365,0,1,0.498701754385965,1,1
1,0,0,1,0.3611111111111111,0,0,0,0,1,0,0,1,0,1,1,0,0.21592039800995028,0.11596468959150705,0,1,0.12148538011695907,1,1
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0,1,2,0.3696517412935323,0.004223401800138472,1,1,0.00647953216374269,1,0
0,1,1,0,0.013888888888888888,1,1,1,0,1,0,0,1,0,0,1,2,0.7199004975124377,0.008285252711747057,1,2,0.010596491228070175,1,1
1,0,1,1,0.9444444444444444,1,0,1,1,1,1,0,1,1,2,1,1,0.845771144278607,0.8141703207939072,0,2,0.8211695906432749,1,1
1,1,1,0,0.027777777777777776,1,1,1,0,0,0,0,1,0,0,1,3,0.6825870646766168,0.01587237479806139,1,2,0.02031578947368421,1,0
0,0,1,0,1.0,1,1,1,1,1,1,1,0,0,2,1,0,0.7562189054726368,0.7882471728594508,0,2,0.7936842105263158,0,1
0,0,1,0,0.986111111111111,0,0,0,0,0,1,1,0,1,2,1,2,0.28656716417910444,0.374428802215555,0,1,0.3907076023391813,1,1
1,0,0,0,0.7916666666666666,1,0,2,0,0,0,0,0,0,2,0,1,0.02288557213930348,0.14240133856450496,0,0,0.137,0,0
1,0,0,0,0.05555555555555555,1,0,2,0,0,0,0,0,0,0,1,3,0.013930348258706454,0.005625432725594276,0,0,0.00919298245614035,0,0
0,1,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5169154228855721,0.0059312254788829915,0,2,0.008210526315789474,0,0
1,0,1,1,1.0,1,1,0,1,1,1,1,0,1,2,0,1,0.6243781094527363,0.6613431802446342,0,2,0.6821052631578948,1,1
1,0,1,1,0.29166666666666663,1,1,0,1,0,0,0,1,1,1,1,0,0.5736318407960199,0.1766616662820217,0,2,0.18642105263157896,1,1
0,0,1,1,0.986111111111111,1,1,2,0,0,0,0,0,0,2,0,0,0.06417910447761191,0.20675628894530348,0,0,0.20511111111111113,0,0
0,1,1,0,0.40277777777777773,1,1,1,0,0,1,0,1,1,0,1,0,0.8039800995024875,0.33857027463651046,1,2,0.33595906432748535,1,1
0,1,0,0,0.9583333333333333,1,1,1,1,0,1,1,1,1,2,0,1,0.9154228855721392,0.8595372720978537,0,2,0.8897368421052632,1,1
0,0,1,0,0.8888888888888888,1,1,0,1,0,1,1,1,1,2,1,1,0.664179104477612,0.6306946688206785,0,2,0.6362573099415205,1,1
1,0,0,0,0.2222222222222222,1,0,2,0,0,0,0,0,0,0,0,1,0.014925373134328346,0.031860143087929844,0,0,0.03695906432748538,0,0
0,0,0,0,0.05555555555555555,1,1,2,0,0,0,0,0,0,1,0,2,0.056218905472636804,0.009081467805215786,0,0,0.011181286549707603,0,0
0,0,0,0,0.7222222222222222,1,1,1,1,1,0,1,1,1,1,1,1,0.9253731343283581,0.6805504269559197,1,2,0.676608187134503,1,1
1,0,0,0,0.027777777777777776,1,0,0,1,0,1,0,0,0,0,1,3,0.3666666666666667,0.010910454650357719,1,1,0.012888888888888889,0,1
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.01691542288557213,0.00013270251557812116,0,0,0.0023333333333333335,0,0
1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,3,0.06865671641791044,0.05285021924763444,0,0,0.05294736842105263,0,0
0,0,0,0,0.027777777777777776,1,1,0,0,1,0,0,0,0,0,0,3,0.35721393034825866,0.009560350796215096,0,1,0.012666666666666666,0,1
0,0,1,0,0.2638888888888889,1,0,0,0,1,0,0,0,1,0,1,3,0.4134328358208955,0.12832333256404338,0,1,0.1328888888888889,1,1
0,0,0,0,0.5555555555555556,1,1,1,0,0,0,0,0,1,0,0,0,0.6527363184079601,0.40542926378952227,0,2,0.392280701754386,1,0
0,1,1,1,0.9166666666666666,1,1,1,0,1,1,0,1,1,1,1,2,0.8621890547263681,0.7930590814678052,0,2,0.8097543859649123,1,1
1,0,0,0,0.29166666666666663,1,1,1,0,0,0,0,0,0,0,0,3,0.5676616915422885,0.17907915993537965,0,2,0.18494736842105264,0,0
1,0,0,0,0.1111111111111111,1,0,0,0,1,0,1,1,0,0,1,2,0.4815920398009951,0.057944841910916235,0,1,0.06236257309941521,1,1
0,0,1,1,1.0,1,0,1,1,1,1,1,1,1,2,1,1,0.9079601990049752,0.9042349411493191,0,2,0.9221052631578948,1,1
0,0,0,0,0.6666666666666666,1,1,0,0,1,1,1,1,0,1,1,0,0.553233830845771,0.41110085391183937,0,2,0.4145964912280702,1,1
1,0,0,0,0.9583333333333333,1,0,2,0,0,0,0,0,0,2,1,0,0.010447761194029848,0.16490883914147245,0,0,0.15575438596491228,0,0
1,0,0,0,1.0,1,1,1,1,1,1,1,1,1,2,1,2,0.9945273631840795,0.9841160858527579,0,2,0.9953684210526316,1,1
0,0,0,0,0.19444444444444442,1,0,0,0,1,0,0,0,0,1,0,1,0.33034825870646767,0.08181975536579737,0,1,0.08424561403508773,0,1
1,0,0,0,0.08333333333333333,1,0,0,0,1,0,0,1,0,0,0,2,0.4099502487562189,0.03909531502423264,0,1,0.041719298245614045,1,1
0,0,1,1,0.1111111111111111,1,0,2,0,0,0,0,0,0,2,0,0,0.01243781094527363,0.016218555273482576,0,0,0.01824561403508772,0,0
0,0,0,0,0.2361111111111111,1,0,2,0,0,0,0,0,0,1,0,3,0.012935323383084563,0.03023886452804062,0,0,0.03887134502923977,0,0
1,0,0,0,0.9027777777777777,1,1,1,1,0,0,1,0,1,1,0,2,0.7492537313432835,0.6981825525040388,0,2,0.7111988304093567,1,1
0,0,1,1,0.7916666666666666,1,0,0,1,0,1,1,0,0,1,1,3,0.408457711442786,0.3756692822524809,0,1,0.3953333333333333,0,1
1,0,1,0,0.18055555555555555,1,1,1,0,0,1,0,1,1,0,1,1,0.8358208955223881,0.1546503577198246,1,2,0.15546783625730995,1,1
1,1,0,0,0.2638888888888889,1,0,1,0,0,1,0,1,1,0,1,1,0.772636815920398,0.20298869143780293,1,2,0.21311111111111114,1,1
0,0,1,0,0.7777777777777777,1,1,1,1,1,1,0,1,1,1,0,0,0.9109452736318407,0.702844449573044,0,2,0.7191578947368421,1,1
0,0,1,0,0.19444444444444442,1,0,1,0,0,0,0,0,1,0,1,2,0.5955223880597014,0.12734825755827373,0,2,0.12788304093567252,1,0
1,0,1,0,0.7222222222222222,0,0,0,1,0,0,0,0,1,0,1,2,0.2154228855721393,0.231029309946919,0,1,0.24266666666666664,1,1
0,0,0,0,0.8055555555555555,1,0,0,1,1,1,1,0,0,2,1,1,0.464179104477612,0.435800830833141,0,1,0.4402573099415205,0,1
0,1,0,0,0.6527777777777778,1,1,1,0,1,0,1,1,0,0,1,2,0.7641791044776118,0.5176263558735288,1,2,0.5224970760233918,1,1
0,0,0,0,0.9305555555555555,0,0,0,0,0,1,1,1,1,0,1,1,0.34975124378109446,0.4108412185552735,0,1,0.4184561403508772,1,1
1,0,0,0,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,1,1,0.06616915422885569,0.0035656588968382185,0,0,0.005824561403508772,0,0
1,1,0,0,0.08333333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0.2631840796019901,0.029736902838679895,0,1,0.03136842105263159,0,0
1,0,1,1,0.986111111111111,1,1,1,1,1,1,1,1,1,2,1,0,0.9527363184079601,0.941276252019386,0,2,0.9466666666666667,1,1
0,0,1,1,0.6388888888888888,1,0,2,0,0,0,0,0,0,2,0,0,0.019900497512437804,0.10057119778444497,0,0,0.10894736842105264,0,0
0,0,0,0,0.06944444444444445,1,0,0,1,0,0,1,0,0,0,0,1,0.35422885572139307,0.02780983152550196,1,1,0.03149122807017544,0,1
1,1,1,0,0.9305555555555555,1,1,1,1,1,0,0,0,0,0,0,0,0.6527363184079601,0.6427417493653358,0,2,0.6570701754385965,0,1
1,0,0,1,0.041666666666666664,1,0,2,0,0,0,0,0,0,0,0,0,0.019402985074626844,0.003669513039464574,0,0,0.007087719298245613,0,0
0,0,0,0,0.041666666666666664,1,0,2,0,0,0,0,0,0,0,0,3,0.01691542288557213,0.004523424878836834,0,0,0.006999999999999999,0,0
1,1,1,0,0.7222222222222222,1,1,1,1,0,1,0,1,1,0,1,2,0.8552238805970148,0.6403819524578814,1,2,0.6337309941520469,1,1
0,0,1,0,0.5833333333333333,1,1,0,0,0,0,0,0,0,0,1,2,0.31840796019900497,0.2521174705746596,1,1,0.24684210526315792,0,0
1,0,1,1,0.6944444444444444,1,0,2,0,0,0,0,0,0,1,1,3,0.020895522388059695,0.10617932148626819,0,0,0.11900584795321639,0,0
1,1,1,0,0.3194444444444444,1,0,1,1,1,0,0,0,1,0,1,2,0.7139303482587065,0.23139856912070159,0,2,0.24210526315789474,1,1
0,0,1,1,0.9305555555555555,0,0,0,1,1,1,1,1,0,2,0,1,0.3577114427860697,0.4160108469882298,0,1,0.42472514619883045,1,1
0,0,0,0,0.3472222222222222,1,0,1,0,1,1,0,1,1,0,1,2,0.808457711442786,0.27120355411954766,1,2,0.2909356725146199,1,1
0,1,1,0,0.5416666666666666,1,0,1,1,1,0,0,1,1,1,0,3,0.8044776119402984,0.4453207939072236,0,2,0.45203508771929823,1,1
0,0,0,0,0.9583333333333333,1,1,0,1,1,0,1,0,0,2,1,3,0.48407960199004973,0.5260904684975767,0,1,0.5398947368421053,0,1
0,0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,0,1,0,3,0.0756218905472637,0.0008135241172397877,0,0,0.0030233918128654974,0,0
1,0,0,0,0.4444444444444444,1,0,1,0,0,0,0,1,1,0,0,2,0.7243781094527363,0.329183014078006,0,2,0.3407719298245614,1,0
0,0,0,0,0.125,1,0,1,0,0,0,0,0,0,0,0,2,0.5248756218905473,0.07543849526886684,1,2,0.07473684210526316,0,0
0,0,0,0,0.2222222222222222,1,0,1,0,1,1,0,0,1,0,1,1,0.745771144278607,0.17942534041080085,1,2,0.1744093567251462,1,1
1,0,1,1,0.8333333333333333,1,0,2,0,0,0,0,0,0,2,1,0,0.026865671641791017,0.14444380336948998,0,0,0.14701754385964913,0,0
0,0,1,1,1.0,1,1,1,0,1,1,1,1,1,2,1,0,0.9049751243781096,0.8876817447495962,0,2,0.9195789473684212,1,1
1,0,1,0,0.06944444444444445,1,0,2,0,0,0,0,0,0,0,0,3,0.010945273631840807,0.012375951996307408,1,0,0.011315789473684211,0,0
0,1,0,0,0.3611111111111111,1,0,1,1,0,0,0,1,0,0,1,1,0.672139303482587,0.25096353565658897,0,2,0.2609122807017544,1,1
1,0,0,0,0.041666666666666664,1,0,2,0,0,0,0,0,0,0,0,3,0.015920398009950265,0.00527925225017309,1,0,0.006964912280701755,0,0
1,0,0,0,0.027777777777777776,1,0,2,0,0,0,0,0,0,0,1,2,0.013930348258706454,0.0014308792984075694,0,0,0.004596491228070175,0,0
0,0,0,1,0.027777777777777776,1,0,2,0,0,0,0,0,0,1,0,0,0.02238805970149252,0.0022444034156473575,0,0,0.004795321637426901,0,0
0,0,0,0,0.5,1,1,0,1,0,1,1,1,1,1,1,1,0.7104477611940299,0.3841795522732518,0,2,0.37747368421052635,1,1
1,0,0,0,0.09722222222222221,1,0,1,1,0,0,0,0,0,0,0,3,0.5582089552238805,0.059404569582275565,0,2,0.060871345029239764,0,1
0,1,1,0,0.8333333333333333,0,0,0,0,1,0,0,1,1,2,1,1,0.31044776119402984,0.3333429494576506,0,1,0.3470175438596491,1,1
0,0,1,0,0.2638888888888889,1,1,1,0,1,0,0,0,1,0,1,2,0.7049751243781094,0.18486037387491347,0,2,0.19799999999999998,1,1
1,1,1,0,0.625,1,1,0,1,0,1,1,0,1,2,0,1,0.5661691542288557,0.39944034156473573,0,2,0.3955263157894738,1,1
1,1,0,0,0.05555555555555555,1,0,1,0,0,0,0,0,0,0,1,2,0.5213930348258707,0.031738979921532434,0,2,0.033052631578947375,0,0
0,0,1,1,0.4305555555555555,1,1,1,0,0,1,1,1,1,0,1,2,0.8552238805970148,0.37210362335564273,1,2,0.3778011695906433,1,1
1,0,1,1,0.6527777777777778,1,0,1,1,0,1,0,0,1,0,0,2,0.7144278606965173,0.47523655665820447,0,2,0.4950116959064327,1,1
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,1,0,1,2,0.6069651741293532,0.006975536579736903,1,2,0.009269005847953217,1,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,0,0.2651741293532338,0.00301177013616432,1,1,0.005251461988304094,0,0
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,1,0.011442786069651711,6.923609508423679e-05,0,0,0.0022690058479532165,0,0
0,1,1,1,0.8194444444444444,1,1,1,0,0,1,0,0,1,0,1,1,0.7014925373134329,0.6150300023078697,0,2,0.6124269005847953,1,1
1,0,1,0,0.1388888888888889,1,0,1,0,0,0,0,0,0,0,1,2,0.5159203980099502,0.07394991922455574,1,2,0.08198830409356725,0,0
1,1,0,0,0.4861111111111111,1,1,1,1,0,0,0,0,1,0,0,1,0.7238805970149254,0.3648396030463882,0,2,0.37251461988304096,1,1
1,0,0,0,0.05555555555555555,0,0,0,0,0,1,0,0,0,0,1,2,0.11343283582089547,0.011504731133164092,1,0,0.013871345029239765,0,1
